server_id,timestamp,server_age_months,workload_type,cpu_temp_celsius,cpu_utilization_percent,memory_usage_percent,disk_io_ops_per_sec,network_throughput_mbps,fan_speed_rpm,power_draw_watts,disk_read_errors_24h,memory_errors_24h,failure_within_48h
server_108,2024-07-07 09:00:00,35,database,52.4,68.7,33.6,498,373.3,3107,287.9,3,0,0
server_267,2024-07-07 10:00:00,35,compute,62.5,69.7,50.0,336,353.1,3158,226.7,1,1,0
server_444,2024-07-07 11:00:00,24,database,54.7,69.6,49.7,403,282.0,3102,249.5,2,2,0
server_239,2024-07-07 12:00:00,44,storage,72.0,36.5,49.0,256,355.8,3047,300.5,4,0,0
server_416,2024-07-07 13:00:00,40,compute,56.0,39.6,74.5,685,442.4,2718,248.1,2,0,0
server_300,2024-07-07 14:00:00,45,database,49.9,47.8,26.9,580,121.3,3168,257.0,1,1,0
server_089,2024-07-07 15:00:00,38,storage,58.4,73.0,81.4,415,97.1,2637,269.3,0,0,0
server_102,2024-07-07 16:00:00,38,compute,57.6,33.9,75.0,355,429.8,3008,240.8,1,1,0
server_475,2024-07-07 17:00:00,19,compute,64.1,29.9,62.8,547,389.9,3043,225.6,1,1,0
server_249,2024-07-07 18:00:00,43,storage,58.6,58.9,65.2,217,443.0,2560,271.1,1,0,0
server_452,2024-07-07 19:00:00,15,database,74.8,69.2,61.1,286,289.2,2780,284.8,5,3,1
server_007,2024-07-07 20:00:00,33,database,54.1,43.9,62.4,496,475.4,3385,187.6,1,0,0
server_152,2024-07-07 21:00:00,19,compute,54.2,58.4,76.9,988,589.3,2754,248.4,0,1,0
server_346,2024-07-07 22:00:00,41,web,50.2,47.2,56.6,590,415.3,3174,204.7,1,1,0
server_173,2024-07-07 23:00:00,43,database,55.7,40.0,69.0,537,358.2,2642,248.2,1,0,0
server_342,2024-07-08 00:00:00,21,database,56.8,28.4,46.9,266,373.4,2583,315.7,0,1,0
server_157,2024-07-08 01:00:00,26,storage,57.2,21.9,68.0,313,316.9,3225,277.1,5,1,0
server_492,2024-07-08 02:00:00,33,web,55.5,32.7,55.9,771,332.2,3334,241.6,0,3,0
server_430,2024-07-08 03:00:00,38,web,50.1,25.5,66.4,408,344.9,3004,353.5,3,0,0
server_214,2024-07-08 04:00:00,11,compute,47.9,50.7,47.0,514,527.3,3117,165.8,1,1,0
server_176,2024-07-08 05:00:00,46,storage,52.0,69.4,66.7,618,223.9,3401,222.6,1,2,0
server_174,2024-07-08 06:00:00,20,storage,84.7,95.8,91.8,416,277.8,2144,257.8,18,8,1
server_339,2024-07-08 07:00:00,49,database,65.9,26.6,83.5,398,300.3,3022,200.3,2,1,1
server_337,2024-07-08 08:00:00,8,compute,54.4,62.1,63.9,155,362.7,2932,178.3,1,0,0
server_145,2024-07-08 09:00:00,48,database,47.5,50.9,67.4,257,324.6,2776,300.9,2,2,0
server_449,2024-07-08 10:00:00,52,web,54.4,54.9,53.4,617,171.3,2546,330.0,2,1,0
server_323,2024-07-08 11:00:00,40,storage,83.3,92.4,89.7,412,307.4,1938,219.2,18,13,1
server_477,2024-07-08 12:00:00,19,compute,63.0,67.7,67.1,634,289.5,3347,363.9,2,1,0
server_160,2024-07-08 13:00:00,7,database,59.4,67.6,54.7,183,299.1,3488,130.1,0,1,0
server_126,2024-07-08 14:00:00,34,database,62.7,41.3,53.5,662,384.0,2677,255.8,1,0,0
server_419,2024-07-08 15:00:00,9,web,67.3,59.4,47.9,492,419.6,3222,193.6,1,1,0
server_081,2024-07-08 16:00:00,31,storage,45.8,67.0,58.9,206,216.0,2928,248.8,0,2,0
server_484,2024-07-08 17:00:00,56,web,51.9,35.7,50.2,726,492.9,3457,253.5,0,2,0
server_146,2024-07-08 18:00:00,17,database,50.8,43.4,64.4,219,150.3,2990,245.1,2,1,0
server_238,2024-07-08 19:00:00,7,storage,59.7,46.6,48.1,715,228.9,2801,186.4,3,0,0
server_411,2024-07-08 20:00:00,22,storage,56.3,23.0,58.2,494,277.8,3061,256.4,0,0,0
server_423,2024-07-08 21:00:00,40,web,61.1,53.8,45.8,321,370.4,2555,250.2,3,2,0
server_083,2024-07-08 22:00:00,15,storage,50.9,65.5,77.2,870,127.1,3044,261.0,2,3,0
server_112,2024-07-08 23:00:00,53,web,66.0,42.1,60.4,581,521.6,2909,176.8,1,0,0
server_224,2024-07-09 00:00:00,27,storage,54.4,51.8,60.2,743,120.3,2910,318.3,1,2,0
server_331,2024-07-09 01:00:00,46,storage,60.6,73.0,68.9,587,455.0,2811,214.9,0,3,0
server_377,2024-07-09 02:00:00,48,compute,64.6,36.9,86.6,457,258.6,2762,268.0,3,1,0
server_242,2024-07-09 03:00:00,26,storage,63.9,52.2,61.2,326,309.5,3088,275.7,0,2,0
server_142,2024-07-09 04:00:00,20,database,57.9,33.6,37.6,464,77.9,3023,276.7,3,2,0
server_040,2024-07-09 05:00:00,40,compute,61.6,33.1,77.7,533,374.3,2936,195.2,2,0,0
server_422,2024-07-09 06:00:00,53,web,68.9,51.8,39.6,663,284.6,3111,151.2,3,0,0
server_257,2024-07-09 07:00:00,26,database,59.1,49.8,52.6,421,417.3,2972,334.9,3,1,0
server_446,2024-07-09 08:00:00,26,web,49.2,56.1,77.9,603,160.9,2927,307.3,1,1,0
server_284,2024-07-09 09:00:00,26,web,59.7,46.5,55.0,836,443.0,2793,334.3,3,1,0
server_104,2024-07-09 10:00:00,49,database,54.7,54.3,51.4,532,128.4,3323,251.3,1,1,0
server_201,2024-07-09 11:00:00,37,web,36.2,78.3,64.2,108,325.3,3681,292.5,1,0,0
server_449,2024-07-09 12:00:00,10,compute,58.7,66.2,60.1,510,154.1,2280,202.1,0,2,0
server_306,2024-07-09 13:00:00,44,database,55.9,51.8,49.6,481,496.1,2926,267.4,1,1,0
server_330,2024-07-09 14:00:00,14,web,64.3,55.1,73.2,475,395.1,2948,250.7,2,3,0
server_460,2024-07-09 15:00:00,58,web,49.0,39.0,78.4,181,459.5,3048,264.4,6,2,0
server_265,2024-07-09 16:00:00,23,storage,43.0,41.8,80.8,555,273.6,3834,248.3,1,1,0
server_397,2024-07-09 17:00:00,26,storage,56.3,54.8,68.3,394,268.8,3017,300.7,3,3,0
server_209,2024-07-09 18:00:00,13,web,88.4,97.4,97.8,479,295.9,1987,202.9,16,12,1
server_050,2024-07-09 19:00:00,49,database,55.8,60.9,41.2,690,286.3,3183,229.5,1,0,0
server_117,2024-07-09 20:00:00,57,compute,55.2,70.3,25.2,338,260.6,3249,252.0,2,2,0
server_200,2024-07-09 21:00:00,39,web,46.5,43.0,75.5,480,278.6,2818,289.0,3,3,0
server_376,2024-07-09 22:00:00,15,web,53.9,5.0,62.9,460,417.5,2974,276.8,6,0,0
server_038,2024-07-09 23:00:00,56,web,52.2,85.7,53.7,467,396.9,2987,314.8,1,1,0
server_027,2024-07-10 00:00:00,46,storage,63.6,32.0,31.0,411,182.8,3483,336.2,0,0,0
server_258,2024-07-10 01:00:00,29,database,58.0,48.9,42.3,422,371.3,3042,285.3,4,1,0
server_083,2024-07-10 02:00:00,45,web,90.4,91.7,88.3,835,160.2,1834,262.5,22,11,1
server_453,2024-07-10 03:00:00,29,storage,68.8,73.2,81.6,415,449.2,2821,192.8,2,2,0
server_154,2024-07-10 04:00:00,37,web,52.8,81.1,69.5,554,204.6,3138,172.7,3,2,0
server_116,2024-07-10 05:00:00,38,web,83.3,95.9,98.2,521,379.4,2211,177.3,21,13,1
server_001,2024-07-10 06:00:00,43,database,53.7,68.8,84.5,515,363.7,2923,198.5,0,1,0
server_092,2024-07-10 07:00:00,49,storage,68.0,49.0,49.2,596,269.5,2827,281.4,1,1,0
server_165,2024-07-10 08:00:00,56,compute,55.7,99.9,65.2,373,261.7,3064,180.1,0,0,0
server_386,2024-07-10 09:00:00,54,database,86.2,91.8,97.1,780,277.0,2077,318.6,21,11,1
server_399,2024-07-10 10:00:00,39,compute,53.9,41.5,58.6,316,348.9,2710,251.0,3,1,0
server_349,2024-07-10 11:00:00,16,storage,56.6,29.1,55.5,467,384.4,2727,192.0,2,3,0
server_295,2024-07-10 12:00:00,36,storage,64.6,5.0,60.5,263,521.2,3062,328.2,2,1,0
server_257,2024-07-10 13:00:00,23,compute,61.8,58.5,55.8,679,473.9,3028,314.8,1,0,0
server_080,2024-07-10 14:00:00,28,storage,55.2,65.2,63.7,316,358.0,3189,297.3,3,2,0
server_424,2024-07-10 15:00:00,27,database,68.6,59.9,64.3,651,326.5,3039,255.1,0,0,0
server_267,2024-07-10 16:00:00,48,web,62.0,5.0,52.1,553,246.2,2672,280.5,3,0,0
server_418,2024-07-10 17:00:00,23,compute,51.5,19.8,76.5,535,365.0,3171,161.7,1,1,0
server_234,2024-07-10 18:00:00,45,web,44.0,54.6,47.4,723,437.5,2742,217.0,2,1,0
server_320,2024-07-10 19:00:00,52,compute,51.7,80.7,65.9,379,415.3,3310,220.2,1,1,0
server_310,2024-07-10 20:00:00,46,web,58.3,43.9,54.9,793,328.4,3288,161.4,1,0,0
server_300,2024-07-10 21:00:00,52,web,59.8,66.8,47.0,423,240.2,2821,242.7,2,2,0
server_462,2024-07-10 22:00:00,44,database,65.9,24.3,55.8,586,313.9,2751,264.0,1,0,0
server_473,2024-07-10 23:00:00,25,web,92.5,90.0,91.1,461,372.7,1835,205.3,28,9,1
server_356,2024-07-11 00:00:00,18,compute,51.5,39.5,69.9,623,418.8,2610,238.9,2,0,0
server_212,2024-07-11 01:00:00,50,web,45.6,68.8,58.6,299,323.7,3489,224.1,1,0,0
server_061,2024-07-11 02:00:00,6,storage,44.3,34.2,80.5,521,395.5,2758,186.9,3,1,0
server_048,2024-07-11 03:00:00,57,web,50.0,78.5,45.7,504,406.3,2881,278.1,0,1,0
server_126,2024-07-11 04:00:00,9,web,57.9,38.8,27.0,587,271.0,3744,297.5,1,1,0
server_222,2024-07-11 05:00:00,29,storage,61.2,23.6,65.9,581,242.4,3346,290.6,1,2,0
server_408,2024-07-11 06:00:00,41,storage,47.4,24.3,85.8,328,469.5,3307,249.6,1,2,0
server_278,2024-07-11 07:00:00,41,compute,48.5,32.6,67.3,761,371.5,3201,201.8,1,0,0
server_407,2024-07-11 08:00:00,50,storage,40.8,52.4,45.9,488,356.1,3312,231.7,3,0,0
server_293,2024-07-11 09:00:00,7,storage,56.7,32.8,44.7,646,245.9,2294,290.8,3,1,0
server_283,2024-07-11 10:00:00,33,compute,49.1,28.6,90.4,248,94.7,2961,267.6,2,1,0
server_276,2024-07-11 11:00:00,31,compute,68.3,62.8,54.3,417,348.0,2794,192.8,4,2,0
server_437,2024-07-11 12:00:00,28,web,58.3,5.0,44.8,716,348.6,2529,256.2,0,1,0
server_106,2024-07-11 13:00:00,20,database,53.6,36.4,77.9,827,368.7,2561,248.4,3,0,0
server_145,2024-07-11 14:00:00,41,compute,92.9,92.0,96.2,585,300.1,2085,232.8,28,8,0
server_419,2024-07-11 15:00:00,32,storage,43.0,27.6,29.6,482,243.9,2578,251.0,3,0,0
server_098,2024-07-11 16:00:00,11,web,44.1,49.9,91.2,288,327.0,2933,207.9,2,1,0
server_428,2024-07-11 17:00:00,40,storage,50.0,40.9,68.8,659,425.9,2864,297.7,2,3,0
server_374,2024-07-11 18:00:00,44,compute,49.4,39.1,37.3,561,355.0,3485,262.3,2,2,1
server_072,2024-07-11 19:00:00,43,database,47.0,68.8,80.9,50,165.7,3194,302.0,1,0,0
server_436,2024-07-11 20:00:00,40,web,58.0,44.7,44.3,153,281.9,3260,181.2,0,1,0
server_485,2024-07-11 21:00:00,41,compute,59.1,81.1,43.4,570,235.2,2675,253.4,2,2,0
server_121,2024-07-11 22:00:00,15,compute,51.3,59.2,46.6,334,459.6,3384,338.0,3,1,0
server_029,2024-07-11 23:00:00,35,storage,70.5,25.7,89.1,292,278.3,3178,217.3,1,0,0
server_187,2024-07-12 00:00:00,58,database,41.0,83.7,90.7,479,449.8,2972,302.7,0,1,0
server_363,2024-07-12 01:00:00,46,compute,55.5,50.6,51.8,569,322.3,2565,257.3,2,1,0
server_353,2024-07-12 02:00:00,43,storage,53.3,82.4,85.6,786,259.0,3118,304.1,2,0,0
server_287,2024-07-12 03:00:00,34,web,50.6,39.7,25.7,337,204.0,2908,225.2,0,1,0
server_450,2024-07-12 04:00:00,57,storage,49.4,50.4,73.7,587,264.7,2797,316.8,3,1,0
server_194,2024-07-12 05:00:00,48,web,54.9,53.6,80.5,295,301.3,3071,278.0,5,1,0
server_155,2024-07-12 06:00:00,44,storage,89.1,90.3,92.6,401,188.2,2062,202.2,24,10,1
server_171,2024-07-12 07:00:00,55,database,51.9,70.4,61.2,538,364.0,2967,292.4,3,3,0
server_334,2024-07-12 08:00:00,9,storage,44.6,83.7,68.5,470,215.2,2632,307.0,1,2,1
server_040,2024-07-12 09:00:00,10,database,86.5,94.0,98.6,227,154.2,2039,314.3,22,12,1
server_062,2024-07-12 10:00:00,9,database,52.7,61.3,60.4,603,168.0,3437,185.6,2,1,0
server_022,2024-07-12 11:00:00,41,web,51.8,27.1,57.5,648,252.0,2638,260.5,2,1,0
server_359,2024-07-12 12:00:00,50,storage,89.0,90.2,96.2,972,354.8,2252,362.1,27,9,1
server_074,2024-07-12 13:00:00,21,storage,54.1,55.3,77.0,544,464.0,2816,267.3,3,1,0
server_047,2024-07-12 14:00:00,30,storage,50.8,55.4,63.2,535,276.0,3252,151.8,2,1,0
server_159,2024-07-12 15:00:00,19,database,53.3,58.6,85.4,561,333.3,2802,280.2,1,1,0
server_312,2024-07-12 16:00:00,16,compute,48.2,52.4,63.7,227,292.9,2952,297.6,0,0,0
server_117,2024-07-12 17:00:00,34,storage,67.2,62.5,92.9,241,87.0,2726,319.4,2,1,1
server_099,2024-07-12 18:00:00,39,storage,48.6,32.9,78.4,483,337.8,3345,219.8,5,0,0
server_379,2024-07-12 19:00:00,27,compute,52.0,50.3,58.7,50,297.8,2369,183.6,1,2,0
server_416,2024-07-12 20:00:00,19,web,49.2,59.0,62.6,274,142.3,3069,309.0,1,2,0
server_407,2024-07-12 21:00:00,29,storage,49.1,72.1,47.4,400,469.0,3577,245.2,0,1,0
server_166,2024-07-12 22:00:00,44,compute,55.2,45.9,62.4,702,360.0,2916,239.1,3,0,0
server_289,2024-07-12 23:00:00,31,storage,54.2,40.7,45.3,552,133.4,2722,206.1,1,1,0
server_439,2024-07-13 00:00:00,48,database,51.3,43.9,80.0,196,352.4,2348,263.9,0,1,0
server_155,2024-07-13 01:00:00,41,compute,52.7,21.1,54.8,492,602.6,3106,217.9,4,3,0
server_420,2024-07-13 02:00:00,44,database,49.2,60.4,65.3,617,300.7,3275,168.8,6,1,0
server_006,2024-07-13 03:00:00,21,compute,58.2,15.9,25.8,643,369.1,3338,214.0,1,1,0
server_195,2024-07-13 04:00:00,43,web,71.4,52.8,56.0,709,243.2,3443,215.5,1,1,0
server_420,2024-07-13 05:00:00,37,database,83.6,94.7,98.7,740,255.1,1867,166.4,18,8,1
server_055,2024-07-13 06:00:00,11,storage,58.2,14.0,73.8,614,456.4,2513,238.6,3,1,0
server_320,2024-07-13 07:00:00,39,compute,55.4,15.1,67.8,597,363.6,3362,194.8,2,1,0
server_192,2024-07-13 08:00:00,13,storage,60.3,27.9,75.3,547,407.0,2746,236.5,2,1,0
server_046,2024-07-13 09:00:00,35,web,60.6,38.1,66.6,668,276.5,2878,272.8,2,1,0
server_147,2024-07-13 10:00:00,32,compute,56.6,74.6,78.5,342,345.2,3216,280.0,3,1,0
server_274,2024-07-13 11:00:00,12,web,90.9,88.2,95.6,459,292.3,2064,172.6,26,13,1
server_156,2024-07-13 12:00:00,32,compute,51.5,55.9,39.4,360,361.4,2744,297.5,5,1,0
server_201,2024-07-13 13:00:00,30,database,48.9,70.3,58.6,587,288.7,3111,335.0,2,1,0
server_443,2024-07-13 14:00:00,51,storage,54.2,66.5,59.4,448,477.8,2184,275.1,6,1,0
server_401,2024-07-13 15:00:00,46,database,44.7,44.9,20.0,703,276.4,3264,330.7,3,1,0
server_475,2024-07-13 16:00:00,20,database,50.2,30.9,44.8,510,342.6,2856,271.1,1,3,0
server_418,2024-07-13 17:00:00,30,database,63.9,55.0,90.6,713,119.9,3595,247.6,0,1,0
server_426,2024-07-13 18:00:00,27,database,55.8,31.3,55.9,78,419.1,2900,224.9,1,3,0
server_494,2024-07-13 19:00:00,23,compute,62.1,81.3,58.4,356,182.6,3368,285.4,2,1,0
server_478,2024-07-13 20:00:00,17,storage,66.8,62.4,27.3,688,235.4,3274,184.3,0,0,0
server_474,2024-07-13 21:00:00,28,compute,53.6,49.2,39.8,504,176.2,3237,281.2,1,2,0
server_125,2024-07-13 22:00:00,56,compute,88.7,96.6,91.9,711,157.5,2150,331.3,19,8,1
server_394,2024-07-13 23:00:00,50,compute,52.6,48.6,53.0,550,397.2,3149,274.9,4,0,0
server_304,2024-07-14 00:00:00,44,database,48.5,37.6,43.4,313,221.0,3194,156.0,4,3,1
server_368,2024-07-14 01:00:00,30,web,47.4,55.0,79.5,859,154.1,3223,233.7,2,1,0
server_293,2024-07-14 02:00:00,15,database,82.1,95.8,98.2,367,148.0,2038,294.5,17,8,1
server_063,2024-07-14 03:00:00,35,compute,56.7,83.7,40.5,351,410.8,2807,230.4,3,0,0
server_324,2024-07-14 04:00:00,15,database,69.8,31.1,60.6,664,263.7,2853,284.1,0,1,0
server_391,2024-07-14 05:00:00,39,storage,62.8,55.2,47.8,318,295.0,2907,178.7,4,2,0
server_417,2024-07-14 06:00:00,51,storage,49.2,29.3,47.8,241,392.2,3061,150.5,4,1,0
server_175,2024-07-14 07:00:00,18,database,61.7,29.1,59.1,346,359.1,3228,251.1,5,3,0
server_115,2024-07-14 08:00:00,59,database,52.6,9.3,50.3,664,319.3,3023,141.3,5,1,0
server_439,2024-07-14 09:00:00,34,web,64.7,53.2,35.0,928,427.1,3285,310.7,3,2,0
server_203,2024-07-14 10:00:00,43,database,51.1,34.4,68.4,501,171.3,3004,212.1,1,0,0
server_485,2024-07-14 11:00:00,46,database,46.6,66.7,73.0,355,269.2,3654,267.5,0,3,0
server_320,2024-07-14 12:00:00,50,web,48.6,53.3,56.2,747,390.7,3023,313.3,2,0,0
server_030,2024-07-14 13:00:00,14,database,49.0,48.0,69.3,377,484.5,2985,252.1,2,1,0
server_387,2024-07-14 14:00:00,18,database,48.3,16.8,54.5,411,495.5,2800,208.2,4,1,0
server_112,2024-07-14 15:00:00,42,database,50.4,56.7,31.4,583,180.4,3340,215.8,4,2,0
server_364,2024-07-14 16:00:00,19,database,89.0,90.3,96.5,728,307.4,2071,264.1,29,13,1
server_433,2024-07-14 17:00:00,42,database,69.4,16.3,58.5,514,349.2,3477,206.0,0,3,0
server_324,2024-07-14 18:00:00,14,compute,44.4,53.6,62.3,429,283.6,3392,241.9,3,1,0
server_413,2024-07-14 19:00:00,13,database,65.1,19.8,58.4,964,369.5,3014,253.1,1,1,0
server_375,2024-07-14 20:00:00,44,web,87.4,88.6,89.3,366,526.0,2202,230.1,21,13,1
server_343,2024-07-14 21:00:00,45,database,57.8,70.9,62.1,388,210.0,3057,148.1,1,2,0
server_442,2024-07-14 22:00:00,59,compute,41.8,33.8,62.4,422,174.5,3314,263.7,0,1,1
server_066,2024-07-14 23:00:00,8,web,59.2,10.1,79.0,610,363.7,2978,277.7,2,3,0
server_074,2024-07-15 00:00:00,52,web,89.9,96.9,93.8,407,253.5,2241,203.4,20,9,1
server_044,2024-07-15 01:00:00,45,database,57.5,30.6,77.6,663,367.6,2909,266.1,1,0,0
server_259,2024-07-15 02:00:00,38,storage,91.9,89.3,92.0,490,319.4,2066,224.9,29,8,1
server_153,2024-07-15 03:00:00,37,compute,56.5,11.7,35.8,436,281.4,2895,162.6,3,0,0
server_154,2024-07-15 04:00:00,12,storage,49.1,18.2,79.2,388,230.9,3207,221.8,2,0,0
server_429,2024-07-15 05:00:00,24,database,59.4,64.6,69.8,495,309.6,3273,160.6,1,1,0
server_362,2024-07-15 06:00:00,39,compute,88.9,97.3,97.1,589,260.9,1863,259.2,20,8,1
server_447,2024-07-15 07:00:00,19,storage,53.3,49.6,74.8,493,411.6,2808,286.8,0,0,0
server_474,2024-07-15 08:00:00,55,compute,83.2,92.9,88.8,547,310.5,2143,391.4,25,9,1
server_233,2024-07-15 09:00:00,52,database,54.2,85.4,69.0,345,172.5,2524,319.1,3,1,0
server_050,2024-07-15 10:00:00,51,compute,59.2,19.2,44.1,357,440.0,2886,310.5,1,0,0
server_305,2024-07-15 11:00:00,24,database,54.0,50.6,38.8,499,286.2,2480,162.0,0,0,0
server_261,2024-07-15 12:00:00,56,storage,56.7,75.1,68.0,524,508.5,3309,264.9,2,1,0
server_314,2024-07-15 13:00:00,59,compute,59.6,37.5,59.0,510,273.0,2615,273.4,2,0,0
server_124,2024-07-15 14:00:00,31,web,51.8,29.9,60.0,382,220.1,2679,224.4,0,0,0
server_398,2024-07-15 15:00:00,22,database,45.1,60.3,48.0,515,270.1,2912,175.8,0,0,0
server_244,2024-07-15 16:00:00,59,compute,57.2,65.1,65.9,505,289.9,2840,271.7,0,0,0
server_029,2024-07-15 17:00:00,33,web,64.5,29.0,53.6,476,274.3,3585,157.9,3,2,0
server_425,2024-07-15 18:00:00,24,web,57.4,74.2,59.3,370,236.7,3354,233.1,2,0,0
server_484,2024-07-15 19:00:00,32,web,57.5,46.0,52.7,604,254.4,2928,276.8,2,0,0
server_121,2024-07-15 20:00:00,53,web,54.7,55.2,48.0,498,465.0,3468,266.2,1,1,0
server_124,2024-07-15 21:00:00,57,database,82.4,90.9,93.6,350,274.8,1936,264.0,23,11,1
server_036,2024-07-15 22:00:00,24,compute,53.5,60.4,77.8,475,514.6,2990,239.5,2,0,0
server_169,2024-07-15 23:00:00,38,web,51.4,45.0,52.9,383,404.5,2725,213.0,3,0,0
server_123,2024-07-16 00:00:00,56,compute,63.8,31.6,58.1,501,293.7,2819,224.2,1,1,0
server_356,2024-07-16 01:00:00,12,compute,50.8,99.2,56.0,786,365.8,3655,116.2,1,0,0
server_034,2024-07-16 02:00:00,34,storage,62.1,29.2,50.4,530,247.0,3142,193.9,1,1,0
server_086,2024-07-16 03:00:00,48,compute,63.8,51.4,78.4,540,406.6,2929,289.4,1,2,0
server_133,2024-07-16 04:00:00,10,database,59.5,55.2,39.6,785,433.0,3023,246.5,2,0,0
server_195,2024-07-16 05:00:00,35,database,45.0,56.1,58.7,554,359.7,3041,310.3,1,1,0
server_273,2024-07-16 06:00:00,54,web,91.3,98.1,96.9,587,249.4,2067,231.1,25,10,1
server_200,2024-07-16 07:00:00,48,compute,53.4,46.0,68.5,529,359.5,2262,351.1,3,1,0
server_368,2024-07-16 08:00:00,13,database,51.0,43.1,62.0,423,230.4,3255,241.4,0,0,0
server_284,2024-07-16 09:00:00,47,database,56.1,76.0,77.7,590,161.5,3535,315.1,2,0,0
server_076,2024-07-16 10:00:00,17,database,61.2,42.3,71.0,840,326.1,3086,294.3,3,2,0
server_058,2024-07-16 11:00:00,47,web,51.3,62.5,61.2,236,137.0,3135,275.1,1,2,1
server_430,2024-07-16 12:00:00,18,database,53.6,48.9,71.2,409,258.5,2753,317.7,2,2,0
server_125,2024-07-16 13:00:00,31,compute,53.1,63.4,72.5,329,336.8,2885,314.6,0,1,0
server_499,2024-07-16 14:00:00,23,database,64.3,59.5,46.3,352,456.4,3114,239.8,3,1,0
server_400,2024-07-16 15:00:00,47,database,52.9,36.9,71.6,745,236.1,3053,242.2,4,1,0
server_108,2024-07-16 16:00:00,56,web,45.1,8.1,64.5,468,198.8,2948,272.9,1,1,0
server_223,2024-07-16 17:00:00,57,compute,42.4,11.5,67.3,645,378.9,3316,331.7,3,1,0
server_495,2024-07-16 18:00:00,54,database,57.9,8.2,53.9,367,321.7,3054,278.2,6,1,1
server_277,2024-07-16 19:00:00,25,compute,48.9,43.2,47.2,371,307.5,3170,329.2,2,1,0
server_067,2024-07-16 20:00:00,21,compute,60.3,5.0,44.5,296,151.2,2842,268.7,4,1,0
server_068,2024-07-16 21:00:00,42,database,44.4,41.8,20.0,789,408.6,3260,216.6,1,1,0
server_164,2024-07-16 22:00:00,8,web,50.7,47.7,49.4,655,89.0,2689,180.1,0,0,0
server_488,2024-07-16 23:00:00,32,compute,85.9,97.2,92.2,290,319.5,2076,281.8,25,13,1
server_304,2024-07-17 00:00:00,20,storage,58.5,55.1,72.3,728,422.6,3111,223.0,2,0,0
server_396,2024-07-17 01:00:00,39,database,60.2,63.0,64.8,448,311.4,2875,287.1,2,1,0
server_161,2024-07-17 02:00:00,50,compute,57.7,53.3,74.4,591,275.3,3013,260.0,1,1,0
server_364,2024-07-17 03:00:00,27,compute,46.3,38.5,56.1,509,196.3,3205,227.7,1,2,0
server_341,2024-07-17 04:00:00,45,compute,49.0,42.9,54.1,213,242.8,3210,203.3,2,1,0
server_308,2024-07-17 05:00:00,28,database,56.9,28.0,55.6,334,519.3,2993,225.9,3,0,0
server_378,2024-07-17 06:00:00,54,storage,41.5,49.6,49.0,771,245.2,2878,195.7,4,0,0
server_342,2024-07-17 07:00:00,9,compute,53.1,13.3,50.2,688,345.6,3127,202.5,1,2,0
server_434,2024-07-17 08:00:00,56,compute,67.1,66.3,59.8,296,216.6,3631,122.2,1,0,0
server_386,2024-07-17 09:00:00,59,web,53.6,25.9,61.0,542,269.7,3174,137.4,6,0,0
server_041,2024-07-17 10:00:00,46,database,43.1,48.1,79.9,457,137.1,3509,256.8,1,2,0
server_353,2024-07-17 11:00:00,28,database,50.1,51.4,75.4,728,295.0,3066,350.9,1,1,0
server_415,2024-07-17 12:00:00,52,compute,50.0,68.3,37.7,459,263.8,3096,261.7,0,0,0
server_108,2024-07-17 13:00:00,14,web,72.1,11.4,55.6,346,435.0,2326,259.8,4,3,0
server_050,2024-07-17 14:00:00,29,compute,68.3,38.5,43.4,647,215.5,2950,308.7,3,3,0
server_249,2024-07-17 15:00:00,26,compute,60.8,56.0,20.9,738,257.1,3297,258.8,1,0,0
server_496,2024-07-17 16:00:00,46,database,89.3,90.0,94.5,579,390.5,1835,257.4,16,8,1
server_340,2024-07-17 17:00:00,51,web,82.0,91.4,88.7,614,296.7,1933,181.5,22,12,1
server_429,2024-07-17 18:00:00,58,compute,45.9,33.1,61.1,261,283.6,3016,248.8,4,0,0
server_382,2024-07-17 19:00:00,21,database,63.6,85.5,66.6,244,282.7,3525,220.4,3,1,0
server_491,2024-07-17 20:00:00,30,compute,62.4,61.1,55.0,230,201.0,2811,243.2,0,0,0
server_020,2024-07-17 21:00:00,31,compute,53.8,72.5,44.6,710,256.7,3309,224.1,0,2,0
server_299,2024-07-17 22:00:00,54,web,64.1,20.8,54.5,423,308.0,3488,224.3,0,1,0
server_138,2024-07-17 23:00:00,50,web,51.4,55.4,80.5,665,183.8,3207,239.6,1,2,0
server_358,2024-07-18 00:00:00,14,web,44.9,23.3,65.6,380,193.7,2735,258.0,3,1,0
server_323,2024-07-18 01:00:00,20,compute,62.8,18.9,37.2,497,421.6,3188,202.0,2,1,0
server_498,2024-07-18 02:00:00,44,storage,54.3,56.6,62.0,339,350.1,3163,236.2,2,1,0
server_384,2024-07-18 03:00:00,38,web,59.8,58.0,79.1,434,330.2,3460,244.7,0,1,0
server_091,2024-07-18 04:00:00,6,storage,69.6,35.4,71.4,158,245.6,2954,257.5,2,0,0
server_446,2024-07-18 05:00:00,10,storage,49.2,73.6,79.3,436,322.1,2357,308.2,2,3,0
server_279,2024-07-18 06:00:00,14,storage,53.9,37.6,37.7,419,59.7,2710,302.5,2,0,0
server_124,2024-07-18 07:00:00,49,database,67.6,39.6,61.9,161,179.3,2944,304.4,5,2,0
server_482,2024-07-18 08:00:00,11,compute,60.3,44.3,54.8,585,362.5,3004,287.4,0,2,0
